"ExperimentName","Subject","Session","SessionDate","SessionTime","Block","metablock","TaskType","Trial","Answer","Condition","Correct","CorrectResponse","DifferenceCorrect","LeftNumber","RightNumber","Verification","Problem.ACC","Problem.CRESP","Problem.RESP","Problem.RT","StartFixation.OnsetTime","Problem.OnsetTime","condition","Task","run"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,2,6,"SmallProblem",5,8,"S","I",2,2,3,5,10,1,2,2,3973,14621,92986,"small","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,2,6,"SmallProblem",6,9,"S","I",2,2,6,3,11,1,2,2,3782,14621,99019,"small","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,3,4,"LargeProblem",1,11,"L","I",2,1,4,7,12,0,NA,NA,0,14621,117569,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,3,4,"LargeProblem",2,11,"L","C",1,0,3,8,11,0,NA,NA,0,14621,123602,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,3,4,"LargeProblem",3,13,"L","C",1,0,4,9,13,1,1,1,579,14621,130135,"large","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,3,4,"LargeProblem",4,11,"L","I",2,2,9,2,13,0,2,1,3102,14621,135668,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,3,4,"LargeProblem",5,13,"L","I",2,2,8,5,15,0,NA,NA,0,14621,142201,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,3,4,"LargeProblem",6,12,"L","C",1,0,9,3,12,1,1,1,4863,14621,147734,"large","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,4,3,"LargeProblem",1,14,"L","I",2,1,6,8,15,0,NA,NA,0,14621,165767,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,4,3,"LargeProblem",2,11,"L","C",1,0,6,5,11,0,1,2,5091,14621,171300,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,4,3,"LargeProblem",3,14,"L","C",1,0,5,9,14,1,1,1,3643,14621,177834,"large","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,4,3,"LargeProblem",4,12,"L","I",2,1,8,4,13,1,2,2,6485,14621,183867,"large","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,4,3,"LargeProblem",5,12,"L","I",2,2,5,7,14,0,NA,NA,0,14621,190400,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,4,3,"LargeProblem",6,13,"L","C",1,0,7,6,13,0,1,2,542,14621,196433,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,5,1,"Plus1",1,10,"Plus1","I",2,2,9,1,12,1,2,2,5457,14621,207983,"plus1","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,5,1,"Plus1",2,4,"Plus1","C",1,0,3,1,4,1,1,1,3163,14621,214016,"plus1","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,5,1,"Plus1",3,10,"Plus1","C",1,0,9,1,10,0,NA,NA,0,14621,220549,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,5,1,"Plus1",4,8,"Plus1","C",1,0,7,1,8,1,1,1,771,14621,226082,"plus1","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,5,1,"Plus1",5,7,"Plus1","C",1,0,6,1,7,0,1,2,136,14621,232115,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,5,1,"Plus1",6,3,"Plus1","C",1,0,2,1,3,1,1,1,4668,14621,237649,"plus1","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,6,2,"SmallProblem",1,9,"S","I",2,1,7,2,10,1,2,2,5940,14621,250198,"small","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,6,2,"SmallProblem",2,7,"S","C",1,0,4,3,7,0,NA,NA,0,14621,256231,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,6,2,"SmallProblem",3,5,"S","I",2,2,3,2,7,0,2,1,939,14621,262765,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,6,2,"SmallProblem",4,8,"S","I",2,1,2,6,9,0,2,1,5995,14621,268298,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,6,2,"SmallProblem",5,9,"S","C",1,0,5,4,9,0,1,2,46,14621,274831,"incorrect","arithmetic",2
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,6,2,"SmallProblem",6,6,"S","C",1,0,2,4,6,1,1,1,3084,14621,280347,"small","arithmetic",2
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,1,6,"SmallProblem",1,10,"S","I",2,2,7,3,12,0,NA,NA,0,11203,17736,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,1,6,"SmallProblem",2,8,"S","C",1,0,6,2,8,0,1,2,941,11203,23269,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,1,6,"SmallProblem",3,9,"S","C",1,0,2,7,9,1,1,1,1935,11203,29802,"small","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,1,6,"SmallProblem",4,9,"S","C",1,0,3,6,9,1,1,1,3114,11203,35835,"small","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,1,6,"SmallProblem",5,8,"S","C",1,0,5,3,8,1,1,1,2307,11203,41368,"small","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,1,6,"SmallProblem",6,7,"S","I",2,2,3,4,9,0,2,1,2982,11203,47901,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,2,2,"SmallProblem",1,5,"S","C",1,0,2,3,5,1,1,1,3096,11203,65951,"small","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,2,2,"SmallProblem",2,10,"S","I",2,1,8,2,11,1,2,2,2796,11203,72484,"small","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,2,2,"SmallProblem",3,6,"S","I",2,2,4,2,8,1,2,2,3123,11203,78017,"small","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,2,2,"SmallProblem",4,7,"S","I",2,1,2,5,8,0,2,1,4211,11203,84050,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,2,2,"SmallProblem",5,10,"S","C",1,0,6,4,10,1,1,1,2351,11203,89583,"small","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,2,2,"SmallProblem",6,9,"S","I",2,1,4,5,10,0,2,1,2885,11203,95616,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,3,3,"LargeProblem",1,14,"L","C",1,0,8,6,14,0,1,2,5846,11203,108166,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,3,3,"LargeProblem",2,11,"L","C",1,0,7,4,11,1,1,1,5511,11203,114199,"large","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,3,3,"LargeProblem",3,11,"L","I",2,2,8,3,13,1,2,2,3082,11203,120732,"large","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,3,3,"LargeProblem",4,11,"L","I",2,2,5,6,13,1,2,2,3885,11203,126265,"large","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,3,3,"LargeProblem",5,13,"L","I",2,1,6,7,14,0,NA,NA,0,11203,132298,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,3,3,"LargeProblem",6,13,"L","C",1,0,5,8,13,0,1,2,2486,11203,137832,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,4,1,"Plus1",1,4,"Plus1","C",1,0,3,1,4,1,1,1,2151,11203,150381,"plus1","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,4,1,"Plus1",2,8,"Plus1","I",2,1,7,1,9,1,2,2,1918,11203,155914,"plus1","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,4,1,"Plus1",3,5,"Plus1","I",2,1,4,1,6,0,2,1,4473,11203,161947,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,4,1,"Plus1",4,6,"Plus1","I",2,2,5,1,8,0,2,1,2211,11203,168464,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,4,1,"Plus1",5,4,"Plus1","I",2,1,3,1,5,1,2,2,2753,11203,173997,"plus1","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,4,1,"Plus1",6,9,"Plus1","I",2,2,8,1,11,1,2,2,1976,11203,180530,"plus1","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,5,5,"Plus1",1,10,"Plus1","I",2,2,9,1,12,0,NA,NA,0,11203,192580,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,5,5,"Plus1",2,9,"Plus1","C",1,0,8,1,9,0,1,2,2691,11203,198113,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,5,5,"Plus1",3,3,"Plus1","C",1,0,2,1,3,1,1,1,2104,11203,204146,"plus1","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,5,5,"Plus1",4,7,"Plus1","C",1,0,6,1,7,1,1,1,2456,11203,210679,"plus1","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,5,5,"Plus1",5,5,"Plus1","C",1,0,4,1,5,0,NA,NA,0,11203,216712,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,5,5,"Plus1",6,8,"Plus1","C",1,0,7,1,8,0,1,2,5396,11203,223245,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,6,4,"LargeProblem",1,12,"L","C",1,0,4,8,12,0,1,2,3138,11203,240795,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,6,4,"LargeProblem",2,13,"L","I",2,1,9,4,14,0,NA,NA,0,11203,247328,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,6,4,"LargeProblem",3,12,"L","I",2,1,3,9,13,0,NA,NA,0,11203,253361,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,6,4,"LargeProblem",4,11,"L","C",1,0,2,9,11,1,1,1,394,11203,258894,"large","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,6,4,"LargeProblem",5,14,"L","I",2,2,9,5,16,0,NA,NA,0,11203,264927,"incorrect","arithmetic",1
"Arithmetic_Run1",19,1,"07-26-2015",16:21:17,6,4,"LargeProblem",6,12,"L","C",1,0,7,5,12,0,1,2,4980,11203,271460,"incorrect","arithmetic",1
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,1,6,"SmallProblem",1,9,"S","I",2,2,6,3,11,0,NA,NA,0,13857,20390,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,1,6,"SmallProblem",2,9,"S","C",1,0,5,4,9,0,1,2,101,13857,25923,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,1,6,"SmallProblem",3,6,"S","C",1,0,2,4,6,1,1,1,5504,13857,31956,"small","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,1,6,"SmallProblem",4,7,"S","C",1,0,4,3,7,1,1,1,2730,13857,38489,"small","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,1,6,"SmallProblem",5,7,"S","C",1,0,5,2,7,1,1,1,1764,13857,44023,"small","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,1,6,"SmallProblem",6,10,"S","I",2,1,4,6,11,0,2,1,3200,13857,50556,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,2,3,"LargeProblem",1,14,"L","I",2,1,6,8,15,0,NA,NA,0,13857,68605,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,2,3,"LargeProblem",2,12,"L","I",2,2,5,7,14,0,NA,NA,0,13857,74138,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,2,3,"LargeProblem",3,11,"L","C",1,0,6,5,11,0,NA,NA,0,13857,80171,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,2,3,"LargeProblem",4,13,"L","C",1,0,4,9,13,0,1,2,2519,13857,86704,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,2,3,"LargeProblem",5,11,"L","C",1,0,3,8,11,0,NA,NA,0,13857,92237,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,2,3,"LargeProblem",6,12,"L","C",1,0,9,3,12,0,1,2,2351,13857,98771,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,3,4,"LargeProblem",1,13,"L","C",1,0,7,6,13,0,NA,NA,0,13857,110820,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,3,4,"LargeProblem",2,14,"L","C",1,0,5,9,14,0,NA,NA,0,13857,117353,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,3,4,"LargeProblem",3,11,"L","I",2,2,9,2,13,1,2,2,151,13857,122886,"large","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,3,4,"LargeProblem",4,11,"L","I",2,1,4,7,12,0,NA,NA,0,13857,128919,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,3,4,"LargeProblem",5,12,"L","I",2,1,8,4,13,1,2,2,1158,13857,135436,"large","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,3,4,"LargeProblem",6,13,"L","I",2,2,8,5,15,0,NA,NA,0,13857,141469,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,4,1,"Plus1",1,6,"Plus1","I",2,1,5,1,7,1,2,2,2451,13857,159018,"plus1","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,4,1,"Plus1",2,3,"Plus1","C",1,0,2,1,3,1,1,1,1906,13857,165052,"plus1","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,4,1,"Plus1",3,5,"Plus1","I",2,2,4,1,7,1,2,2,2033,13857,170585,"plus1","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,4,1,"Plus1",4,7,"Plus1","C",1,0,6,1,7,0,1,2,5092,13857,177118,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,4,1,"Plus1",5,10,"Plus1","I",2,2,9,1,12,0,2,1,551,13857,182651,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,4,1,"Plus1",6,4,"Plus1","C",1,0,3,1,4,0,1,2,2186,13857,188684,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,5,2,"SmallProblem",1,9,"S","I",2,1,7,2,10,1,2,2,2679,13857,201234,"small","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,5,2,"SmallProblem",2,10,"S","C",1,0,2,8,10,0,NA,NA,0,13857,207267,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,5,2,"SmallProblem",3,8,"S","I",2,1,2,6,9,0,NA,NA,0,13857,212800,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,5,2,"SmallProblem",4,8,"S","I",2,2,3,5,10,1,2,2,2865,13857,219333,"small","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,5,2,"SmallProblem",5,5,"S","I",2,2,3,2,7,0,NA,NA,0,13857,224866,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,5,2,"SmallProblem",6,10,"S","C",1,0,3,7,10,0,NA,NA,0,13857,231399,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,6,5,"Plus1",1,7,"Plus1","I",2,1,6,1,8,0,NA,NA,0,13857,243449,"incorrect","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,6,5,"Plus1",2,8,"Plus1","C",1,0,7,1,8,1,1,1,2217,13857,248982,"plus1","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,6,5,"Plus1",3,10,"Plus1","C",1,0,9,1,10,1,1,1,3365,13857,255515,"plus1","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,6,5,"Plus1",4,6,"Plus1","C",1,0,5,1,6,1,1,1,3411,13857,261548,"plus1","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,6,5,"Plus1",5,9,"Plus1","I",2,2,8,1,11,1,2,2,1641,13857,268081,"plus1","arithmetic",2
"Arithmetic_Run2",19,1,"07-26-2015",16:26:38,6,5,"Plus1",6,3,"Plus1","I",2,1,2,1,4,1,2,2,2144,13857,273614,"plus1","arithmetic",2
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,1,2,"SmallProblem",1,10,"S","C",1,0,6,4,10,1,1,1,1036,15019,21569,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,1,2,"SmallProblem",2,7,"S","I",2,1,2,5,8,1,2,2,1635,15019,27602,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,1,2,"SmallProblem",3,9,"S","C",1,0,2,7,9,1,1,1,1103,15019,33135,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,1,2,"SmallProblem",4,9,"S","C",1,0,3,6,9,1,1,1,1598,15019,39668,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,1,2,"SmallProblem",5,9,"S","I",2,1,4,5,10,1,2,2,1479,15019,45201,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,1,2,"SmallProblem",6,10,"S","I",2,2,7,3,12,1,2,2,1755,15019,51734,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,2,1,"Plus1",1,8,"Plus1","I",2,1,7,1,9,1,2,2,1630,15019,63784,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,2,1,"Plus1",2,8,"Plus1","C",1,0,7,1,8,1,1,1,1474,15019,70317,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,2,1,"Plus1",3,6,"Plus1","I",2,2,5,1,8,1,2,2,2418,15019,76350,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,2,1,"Plus1",4,9,"Plus1","C",1,0,8,1,9,1,1,1,1226,15019,81883,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,2,1,"Plus1",5,5,"Plus1","C",1,0,4,1,5,1,1,1,1940,15019,87916,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,2,1,"Plus1",6,4,"Plus1","I",2,1,3,1,5,0,NA,NA,0,15019,94449,"incorrect","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,3,5,"Plus1",1,7,"Plus1","C",1,0,6,1,7,1,1,1,1065,15019,105999,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,3,5,"Plus1",2,3,"Plus1","C",1,0,2,1,3,1,1,1,1083,15019,112032,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,3,5,"Plus1",3,5,"Plus1","I",2,1,4,1,6,1,2,2,1292,15019,117565,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,3,5,"Plus1",4,9,"Plus1","I",2,2,8,1,11,1,2,2,1352,15019,124098,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,3,5,"Plus1",5,10,"Plus1","I",2,2,9,1,12,1,2,2,3290,15019,130131,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,3,5,"Plus1",6,4,"Plus1","C",1,0,3,1,4,1,1,1,1405,15019,136664,"plus1","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,4,3,"LargeProblem",1,11,"L","I",2,2,5,6,13,1,2,2,3363,15019,154214,"large","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,4,3,"LargeProblem",2,12,"L","C",1,0,7,5,12,1,1,1,2066,15019,160247,"large","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,4,3,"LargeProblem",3,11,"L","I",2,2,8,3,13,1,2,2,2028,15019,166780,"large","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,4,3,"LargeProblem",4,11,"L","C",1,0,2,9,11,1,1,1,1700,15019,172313,"large","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,4,3,"LargeProblem",5,13,"L","C",1,0,5,8,13,0,NA,NA,0,15019,178846,"incorrect","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,4,3,"LargeProblem",6,12,"L","C",1,0,4,8,12,0,1,2,165,15019,184379,"incorrect","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,5,6,"SmallProblem",1,10,"S","I",2,1,8,2,11,1,2,2,1310,15019,196429,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,5,6,"SmallProblem",2,6,"S","I",2,2,4,2,8,1,2,2,1992,15019,202962,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,5,6,"SmallProblem",3,8,"S","C",1,0,6,2,8,1,1,1,2601,15019,208495,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,5,6,"SmallProblem",4,5,"S","C",1,0,2,3,5,1,1,1,2923,15019,214528,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,5,6,"SmallProblem",5,7,"S","I",2,2,3,4,9,1,2,2,1993,15019,221061,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,5,6,"SmallProblem",6,8,"S","C",1,0,5,3,8,1,1,1,3333,15019,227094,"small","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,6,4,"LargeProblem",1,14,"L","I",2,2,9,5,16,0,2,1,4577,15019,244643,"incorrect","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,6,4,"LargeProblem",2,13,"L","I",2,1,9,4,14,1,2,2,2131,15019,251176,"large","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,6,4,"LargeProblem",3,12,"L","I",2,1,3,9,13,1,2,2,3676,15019,257209,"large","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,6,4,"LargeProblem",4,11,"L","C",1,0,7,4,11,1,1,1,4755,15019,262743,"large","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,6,4,"LargeProblem",5,14,"L","C",1,0,8,6,14,1,1,1,5122,15019,268776,"large","arithmetic",1
"Arithmetic_Run1",20,1,"06-28-2015",11:50:36,6,4,"LargeProblem",6,13,"L","I",2,1,6,7,14,1,2,2,2093,15019,274309,"large","arithmetic",1
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,1,3,"LargeProblem",1,12,"L","I",2,2,5,7,14,1,2,2,3586,14361,20894,"large","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,1,3,"LargeProblem",2,12,"L","C",1,0,9,3,12,1,1,1,1779,14361,27427,"large","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,1,3,"LargeProblem",3,13,"L","C",1,0,7,6,13,1,1,1,3042,14361,32960,"large","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,1,3,"LargeProblem",4,12,"L","I",2,1,8,4,13,1,2,2,4004,14361,38993,"large","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,1,3,"LargeProblem",5,13,"L","C",1,0,4,9,13,0,1,2,1927,14361,45526,"incorrect","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,1,3,"LargeProblem",6,13,"L","I",2,2,8,5,15,1,2,2,1642,14361,51059,"large","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,2,5,"Plus1",1,3,"Plus1","C",1,0,2,1,3,1,1,1,1013,14361,63109,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,2,5,"Plus1",2,4,"Plus1","C",1,0,3,1,4,1,1,1,1478,14361,69642,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,2,5,"Plus1",3,3,"Plus1","I",2,1,2,1,4,1,2,2,1541,14361,75175,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,2,5,"Plus1",4,6,"Plus1","C",1,0,5,1,6,1,1,1,2819,14361,81208,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,2,5,"Plus1",5,8,"Plus1","C",1,0,7,1,8,1,1,1,3757,14361,86741,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,2,5,"Plus1",6,7,"Plus1","I",2,1,6,1,8,1,2,2,1100,14361,93274,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,3,1,"Plus1",1,7,"Plus1","C",1,0,6,1,7,1,1,1,2466,14361,111324,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,3,1,"Plus1",2,10,"Plus1","C",1,0,9,1,10,1,1,1,1173,14361,117857,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,3,1,"Plus1",3,5,"Plus1","I",2,2,4,1,7,1,2,2,4048,14361,123390,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,3,1,"Plus1",4,6,"Plus1","I",2,1,5,1,7,1,2,2,2245,14361,129423,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,3,1,"Plus1",5,9,"Plus1","I",2,2,8,1,11,1,2,2,2623,14361,134956,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,3,1,"Plus1",6,10,"Plus1","I",2,2,9,1,12,1,2,2,3118,14361,140989,"plus1","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,4,4,"LargeProblem",1,14,"L","I",2,1,6,8,15,1,2,2,5054,14361,153538,"large","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,4,4,"LargeProblem",2,11,"L","I",2,2,9,2,13,1,2,2,2426,14361,159072,"large","arithmetic",2
"Arithmetic_Run2",20,1,"06-28-2015",11:55:57,4,4,"LargeProblem",3,11,"L","I",2,1,4,7,12,1,2,2,2927,14361,165605,"large","arithmetic",2
